title,id,track url,img url,artists,danceability,energy,valence,tempo,loudness
Weight On Me,6A4hgJdwriera4WSUl4moW,https://open.spotify.com/track/6A4hgJdwriera4WSUl4moW,https://i.scdn.co/image/ab67616d0000b273ad8cc1fba73c2360ba0ff182,"['Sheff G', 'Sleepy Hallow']",0.801,0.533,0.626,121.959,-6.198
nothing inside (feat. iann dior),1eTdTVIxLlhHwwA50vEzZa,https://open.spotify.com/track/1eTdTVIxLlhHwwA50vEzZa,https://i.scdn.co/image/ab67616d0000b273d4d4929a3a86fe2f9fadbd42,"['Machine Gun Kelly', 'iann dior']",0.561,0.81,0.508,87.5,-4.754
Any song,1iIhGHzzrzqQfuNkFI2qAn,https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn,https://i.scdn.co/image/ab67616d0000b2735f9608114e13bb4e5e6b0399,['ZICO'],0.874,0.787,0.896,108.007,-2.416
COOCHIE,5GYJ82Vbwx3iwqUrz5oqhp,https://open.spotify.com/track/5GYJ82Vbwx3iwqUrz5oqhp,https://i.scdn.co/image/ab67616d0000b27354918ec6f685a1f5f428d674,"['YN Jay', 'Louie Ray']",0.793,0.471,0.455,96.995,-12.393
Commander In Chief,3w6f34fBUXOvuko0Ihq7he,https://open.spotify.com/track/3w6f34fBUXOvuko0Ihq7he,https://i.scdn.co/image/ab67616d0000b273894a7186234022b95f2aed0e,['Demi Lovato'],0.496,0.502,0.144,78.042,-7.696
FREAK,0HIj0uo7zaFIpkzUIkDlmL,https://open.spotify.com/track/0HIj0uo7zaFIpkzUIkDlmL,https://i.scdn.co/image/ab67616d0000b2732bff8b7afd5b18cc2b09e73a,"['Tyga', 'Megan Thee Stallion']",0.933,0.556,0.504,106.01,-6.115
Wild Reputation,1ZyQEn0iceHj0Lbt6I6Op3,https://open.spotify.com/track/1ZyQEn0iceHj0Lbt6I6Op3,https://i.scdn.co/image/ab67616d0000b27304db0e3bcd166c1d6cfd81f9,['AC/DC'],0.737,0.709,0.839,108.016,-5.744
Keii,5eEQCfq7MXQr6aHLNRUZLs,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,https://i.scdn.co/image/ab67616d0000b273fe37832c1ac8e106473b71f1,['Anuel AA'],0.708,0.797,0.51,88.015,-3.095
Leaders (feat. NAV),4D7NrSeqkTarBrJ80b2sBc,https://open.spotify.com/track/4D7NrSeqkTarBrJ80b2sBc,https://i.scdn.co/image/ab67616d0000b273e6f1756a5d6cf5beb8a0ab58,"['Lil Uzi Vert', 'NAV']",0.95,0.654,0.886,132.936,-5.895
Tattoo,4G3PTss3mU33Tau7t4KbwE,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,['Rauw Alejandro'],0.755,0.617,0.745,193.896,-5.144
For Me,5XMhppJhtgjkd2SYDklhR9,https://open.spotify.com/track/5XMhppJhtgjkd2SYDklhR9,https://i.scdn.co/image/ab67616d0000b273f07053a5993823b6a7eea591,"['CHASE B', 'OMB Bloodbath', 'KenTheMan']",0.904,0.498,0.145,132.992,-7.86
Surf,1kwnxJNVl7cwcU98RvMBaR,https://open.spotify.com/track/1kwnxJNVl7cwcU98RvMBaR,https://i.scdn.co/image/ab67616d0000b27326b7dd89810cc1a40ada642c,['Mac Miller'],0.828,0.182,0.231,147.279,-13.066
Good Day,12mkoefKYyN28KdSw6U7dK,https://open.spotify.com/track/12mkoefKYyN28KdSw6U7dK,https://i.scdn.co/image/ab67616d0000b273a5dcf4b4f2f09965643851d8,['iann dior'],0.715,0.64,0.444,82.465,-6.947
Reality Check,2p72O2JobPc9sVz520Hil5,https://open.spotify.com/track/2p72O2JobPc9sVz520Hil5,https://i.scdn.co/image/ab67616d0000b273baade413d4f73806405908f7,['Swae Lee'],0.542,0.434,0.0702,120.046,-11.17
Weeks,3d9P90Wha2beUBCOb6boQy,https://open.spotify.com/track/3d9P90Wha2beUBCOb6boQy,https://i.scdn.co/image/ab67616d0000b27347cbb2f9c1da3c6daff8654f,['Kevin Gates'],0.638,0.561,0.603,108.996,-3.743
Broken Love,6YF39hgvXdooA2B3bbgWT6,https://open.spotify.com/track/6YF39hgvXdooA2B3bbgWT6,https://i.scdn.co/image/ab67616d0000b27312d9e0eb53e981e0e2672240,"['MO3', 'Kevin Gates']",0.768,0.5,0.401,79.948,-7.217
WUNNA,0y7Ao3CVJsyKFmqdjutiIF,https://open.spotify.com/track/0y7Ao3CVJsyKFmqdjutiIF,https://i.scdn.co/image/ab67616d0000b2730c44c5aeade167d1266b915d,['Gunna'],0.89,0.455,0.313,148.009,-9
Thinking 'Bout You (feat. Lauren Alaina),6NebrV4ZigAoXIRbe11hxh,https://open.spotify.com/track/6NebrV4ZigAoXIRbe11hxh,https://i.scdn.co/image/ab67616d0000b27364d794492dd0ac2e023787a7,"['Dustin Lynch', 'Lauren Alaina']",0.394,0.747,0.776,203.918,-4.446
HIT EM WHERE IT HURTS,7888F1QWPTn4cPbuknNV4T,https://open.spotify.com/track/7888F1QWPTn4cPbuknNV4T,https://i.scdn.co/image/ab67616d0000b273239212cc0f6ff2bcee996985,['PawPaw Rod'],0.78,0.721,0.824,178.036,-6.371
Not Friendly,2le8xbpMJ1aA0SpJZRMbRw,https://open.spotify.com/track/2le8xbpMJ1aA0SpJZRMbRw,https://i.scdn.co/image/ab67616d0000b2733ae4c6b039dd0433a53631bb,['Flo Milli'],0.878,0.793,0.656,139.99,-4.744
B.I.T.C.H.,0xDUqQ3gVuhhjZnK9zXHwG,https://open.spotify.com/track/0xDUqQ3gVuhhjZnK9zXHwG,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,['Megan Thee Stallion'],0.742,0.731,0.547,174.019,-4.362
Another One,61nXG1EGqF8a9OgRlCLSB4,https://open.spotify.com/track/61nXG1EGqF8a9OgRlCLSB4,https://i.scdn.co/image/ab67616d0000b2730d1f3930676c34a23dbf5c46,['Sam Smith'],0.497,0.618,0.223,123.305,-7.351
I'm Ready For You,1zmv0tPVWdbCuvBw90MYwO,https://open.spotify.com/track/1zmv0tPVWdbCuvBw90MYwO,https://i.scdn.co/image/ab67616d0000b273008d8077814ce15da0085b47,['Bryson Tiller'],0.741,0.64,0.893,179.095,-6.452
1 2 3 (feat. Blac Youngsta),27KSwBOQTjGWt2Fe8fNAwq,https://open.spotify.com/track/27KSwBOQTjGWt2Fe8fNAwq,https://i.scdn.co/image/ab67616d0000b273e48872ea797d4e20d2775f51,"['Moneybagg Yo', 'Blac Youngsta']",0.947,0.58,0.778,127.046,-7.635
One Too Many,5NUXE8W12lWcUXgJRCjeEw,https://open.spotify.com/track/5NUXE8W12lWcUXgJRCjeEw,https://i.scdn.co/image/ab67616d0000b273f2a428f109f825ec22c64656,"['Keith Urban', 'P!nk']",0.697,0.535,0.594,82.959,-6.504
Internet Ruined Me,2Q1s11otlyEtj80OgsqDFz,https://open.spotify.com/track/2Q1s11otlyEtj80OgsqDFz,https://i.scdn.co/image/ab67616d0000b2734f4c8f518deae32ede70d84d,['Wilbur Soot'],0.726,0.371,0.568,160.24,-14.008
No Man's Land,3fKXS93P7YOS4xEUnWzkUz,https://open.spotify.com/track/3fKXS93P7YOS4xEUnWzkUz,https://i.scdn.co/image/ab67616d0000b27304db0e3bcd166c1d6cfd81f9,['AC/DC'],0.49,0.905,0.537,94.988,-4.488
Mi Nena,4X9r5jOEmvl5Qr3ozFwTww,https://open.spotify.com/track/4X9r5jOEmvl5Qr3ozFwTww,https://i.scdn.co/image/ab67616d0000b273a180c7498433fae60469f6ca,['Nueva Conducta'],0.687,0.847,0.557,110.156,-7.593
Ganas Que Te Tengo,1sS5aMT5JWYSHwrTbxGGsn,https://open.spotify.com/track/1sS5aMT5JWYSHwrTbxGGsn,https://i.scdn.co/image/ab67616d0000b273ae8c49bd8fc80ac5f7241dd5,['Eslabon Armado'],0.527,0.58,0.737,183.117,-8.273
Train Wreck - Acoustic,043T1ZzD0qHoesyfZhseGn,https://open.spotify.com/track/043T1ZzD0qHoesyfZhseGn,https://i.scdn.co/image/ab67616d0000b273b63abc19cc0b78c17030db5f,['James Arthur'],0.529,0.364,0.384,75.024,-8.112
Dreamer,2rqagZl457R1ICa2fKVkds,https://open.spotify.com/track/2rqagZl457R1ICa2fKVkds,https://i.scdn.co/image/ab67616d0000b27363717bda2d33327bb1c6ac61,['Trippie Redd'],0.534,0.668,0.326,119.965,-4.55
Enchule,0S9ZVNTNRzLMgb96tmmG1u,https://open.spotify.com/track/0S9ZVNTNRzLMgb96tmmG1u,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,['Rauw Alejandro'],0.761,0.668,0.578,90.043,-3.319
The Difference,1zQjzfgYp0ZDSsU1dxi5g8,https://open.spotify.com/track/1zQjzfgYp0ZDSsU1dxi5g8,https://i.scdn.co/image/ab67616d0000b273cb7a1b5f9b175e9caac3795b,['Tyler Rich'],0.535,0.749,0.705,169.778,-5.344
Next To You,4drTFbY9KJIvllrqVcJvLi,https://open.spotify.com/track/4drTFbY9KJIvllrqVcJvLi,https://i.scdn.co/image/ab67616d0000b2731b172ee4058bc492d0ce562d,['Little Big Town'],0.53,0.394,0.194,135.981,-8.152
Sunshine,4XVoOlgRCYC8yssdOBmLPF,https://open.spotify.com/track/4XVoOlgRCYC8yssdOBmLPF,https://i.scdn.co/image/ab67616d0000b2731ca32c26f7617ccd7d512664,['Young Dolph'],0.823,0.51,0.267,143.97,-7.153
Lie To Me,6g7zMYWe4QddND09Kh1WH0,https://open.spotify.com/track/6g7zMYWe4QddND09Kh1WH0,https://i.scdn.co/image/ab67616d0000b27369a7329efc0f924b4814e822,"['Queen Naija', 'Lil Durk']",0.52,0.719,0.663,173.19,-4.866
Rambo (Last Blood) (feat. The Weeknd),62itulOgU4flQFuI7f7JF8,https://open.spotify.com/track/62itulOgU4flQFuI7f7JF8,https://i.scdn.co/image/ab67616d0000b273f62cefefc39ba2cb384889f5,"['Bryson Tiller', 'The Weeknd']",0.508,0.686,0.4,181.333,-6.994
Nepenthe,0kKOC50fPTnqmrYvtJInsT,https://open.spotify.com/track/0kKOC50fPTnqmrYvtJInsT,https://i.scdn.co/image/ab67616d0000b273eeb91894fed2c00ebda94e40,['Clyde Boudreaux'],0.133,0.00512,0.0495,67.818,-33.295
Code Red,1nuPjx9gZH0aHZt8Q5Njx6,https://open.spotify.com/track/1nuPjx9gZH0aHZt8Q5Njx6,https://i.scdn.co/image/ab67616d0000b27304db0e3bcd166c1d6cfd81f9,['AC/DC'],0.549,0.731,0.622,86.239,-5.617
I Found You,3wYOGJYD31sLRmBgCvWxa4,https://open.spotify.com/track/3wYOGJYD31sLRmBgCvWxa4,https://i.scdn.co/image/ab67616d0000b273b99c3949da17440bece98b11,"['Cash Cash', 'Andy Grammer']",0.646,0.761,0.472,129.916,-2.557
Almighty Black Dollar (feat. Rick Ross),4mc8ngLyPUZDuSQ5FtQCCa,https://open.spotify.com/track/4mc8ngLyPUZDuSQ5FtQCCa,https://i.scdn.co/image/ab67616d0000b2735e28cf3d6a2d428f85ec399f,"['Jeezy', 'Rick Ross']",0.721,0.797,0.473,115.512,-5.113
MET GALA,4loM16743hROPC6uIJG6wM,https://open.spotify.com/track/4loM16743hROPC6uIJG6wM,https://i.scdn.co/image/ab67616d0000b2730c44c5aeade167d1266b915d,['Gunna'],0.873,0.577,0.956,117.089,-9.151
Spicy (feat. Fivio Foreign & A$AP Ferg),661wc0CTq5MbppEG6zYP5n,https://open.spotify.com/track/661wc0CTq5MbppEG6zYP5n,https://i.scdn.co/image/ab67616d0000b273cfae92bfa188457b4bee0055,"['Nas', 'Fivio Foreign', 'A$AP Ferg']",0.724,0.603,0.152,180.02,-6.553
Systems Down,1uhPCuhxeC9wEYl7smMByK,https://open.spotify.com/track/1uhPCuhxeC9wEYl7smMByK,https://i.scdn.co/image/ab67616d0000b27304db0e3bcd166c1d6cfd81f9,['AC/DC'],0.649,0.849,0.864,116.009,-4.502
Trying My Best,6hjh2phISvfR1Ib6S0FK7b,https://open.spotify.com/track/6hjh2phISvfR1Ib6S0FK7b,https://i.scdn.co/image/ab67616d0000b273e471b0b396a4dc0c0066d4f1,['Anson Seabra'],0.691,0.0682,0.352,76.94,-18.186
bloody valentine - Acoustic,0JX0AJ8kncF5iv8C42J1OU,https://open.spotify.com/track/0JX0AJ8kncF5iv8C42J1OU,https://i.scdn.co/image/ab67616d0000b273d2939e48fb657d72064ca699,"['Machine Gun Kelly', 'Travis Barker']",0.658,0.425,0.227,140.067,-6.621
Que Fue Lo Que Paso,3ewS8DYitFRgZBv9X4f7qZ,https://open.spotify.com/track/3ewS8DYitFRgZBv9X4f7qZ,https://i.scdn.co/image/ab67616d0000b2732c24b908663258f85aaf9f76,['Marca MP'],0.623,0.287,0.704,137.074,-9.885
Outro : Ego,2LVw2bIK99go1NdD77dUCW,https://open.spotify.com/track/2LVw2bIK99go1NdD77dUCW,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,['BTS'],0.808,0.903,0.473,116.988,-3.106
Gimme Love,0eF8TYM3rYzdS26URcs4U6,https://open.spotify.com/track/0eF8TYM3rYzdS26URcs4U6,https://i.scdn.co/image/ab67616d0000b273f733e50079838090eebc3fe4,['Joji'],0.484,0.632,0.0736,126.384,-6.917
Feed The Fire (feat. Lucky Daye),0XDA8IPloCFvf8c0ZNzRnB,https://open.spotify.com/track/0XDA8IPloCFvf8c0ZNzRnB,https://i.scdn.co/image/ab67616d0000b27324e02fc97dd7d653c3929961,"['SG Lewis', 'Lucky Daye']",0.849,0.682,0.928,121.997,-6.241
Money Shot,0l3jBCAEdeLR9OgQqES9CI,https://open.spotify.com/track/0l3jBCAEdeLR9OgQqES9CI,https://i.scdn.co/image/ab67616d0000b27304db0e3bcd166c1d6cfd81f9,['AC/DC'],0.628,0.83,0.767,120.004,-4.752
Mean,3PXi72ZtSqx1PZc40KS0Qj,https://open.spotify.com/track/3PXi72ZtSqx1PZc40KS0Qj,https://i.scdn.co/image/ab67616d0000b273c343fbd7aeb726a2c1e1bb97,"['$NOT', 'Flo Milli']",0.844,0.72,0.631,99.917,-7.418
Down Me,6to1tNRE8t1WuTSdvDnsmw,https://open.spotify.com/track/6to1tNRE8t1WuTSdvDnsmw,https://i.scdn.co/image/ab67616d0000b2738649220140846c7edf7f1978,"['King Von', 'Lil Durk']",0.775,0.657,0.439,180.035,-7.641
Last Time (feat. Snoh Aalegra),0RJD0uJykyJH6vFzz6ufaE,https://open.spotify.com/track/0RJD0uJykyJH6vFzz6ufaE,https://i.scdn.co/image/ab67616d0000b27395b3744a4e137e68051cf809,"['Giveon', 'Snoh Aalegra']",0.634,0.416,0.384,81.5,-8.507
IMPORTED (with 6LACK),2shEeQzAAL3nnOXfB5pJXx,https://open.spotify.com/track/2shEeQzAAL3nnOXfB5pJXx,https://i.scdn.co/image/ab67616d0000b2738e59b60132f8d99895ab4803,"['Jessie Reyez', '6LACK']",0.712,0.606,0.329,111.089,-4.262
Second Guessing - From Songland,08IV5RiD02METcqtfzDeqj,https://open.spotify.com/track/08IV5RiD02METcqtfzDeqj,https://i.scdn.co/image/ab67616d0000b27396886c18aa65dbbdba9cb598,['Florida Georgia Line'],0.547,0.511,0.256,137.87,-5.264
When We Shoot,07DsPAOXMabZ08EmaTr31C,https://open.spotify.com/track/07DsPAOXMabZ08EmaTr31C,https://i.scdn.co/image/ab67616d0000b273fec5f282565cc61622be8e04,['Lil Durk'],0.908,0.331,0.429,139.995,-12.706
WOW (feat. Sabrina Carpenter) - Remix,5WokFKscrfGEGGLPTu3jgO,https://open.spotify.com/track/5WokFKscrfGEGGLPTu3jgO,https://i.scdn.co/image/ab67616d0000b273bc73c01cd72be02b9b51c095,"['Zara Larsson', 'Sabrina Carpenter']",0.702,0.744,0.305,77.486,-4.063
worlds away,5fU3LU0QsjVb0p45wdEY5m,https://open.spotify.com/track/5fU3LU0QsjVb0p45wdEY5m,https://i.scdn.co/image/ab67616d0000b27342ddc1ea9a4e592d994bc014,['Lil Peep'],0.646,0.647,0.758,155.111,-4.476
Trap This Way (This Way),7vTspUAmMKFkUpKL9HLZNL,https://open.spotify.com/track/7vTspUAmMKFkUpKL9HLZNL,https://i.scdn.co/image/ab67616d0000b273e6f1756a5d6cf5beb8a0ab58,['Lil Uzi Vert'],0.71,0.586,0.207,175.987,-5.331
Cool,2nMOodYNHBAQ3Kc1QNimZU,https://open.spotify.com/track/2nMOodYNHBAQ3Kc1QNimZU,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f,['Dua Lipa'],0.47,0.785,0.79,89.717,-4.015
Make It Rain (feat. Rowdy Rebel),71d7LaAgPcNcUopu3OzmP7,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,"['Pop Smoke', 'Rowdy Rebel']",0.5,0.767,0.58,159.477,-4.105
What It Is,26rIWI1QTPClaOOI4Kbxhe,https://open.spotify.com/track/26rIWI1QTPClaOOI4Kbxhe,https://i.scdn.co/image/ab67616d0000b273b46b5fb6fdc6f5c720fcb183,['KYLE'],0.84,0.304,0.656,76.474,-6.52
Pretty Please,31Hawv3aezG8cfzEyuRLlG,https://open.spotify.com/track/31Hawv3aezG8cfzEyuRLlG,https://i.scdn.co/image/ab67616d0000b273e045f7aafdac8b9aa2e6efbc,"['Jackson Wang', 'Galantis']",0.686,0.867,0.691,126.068,-4.396
I Know The End,0pJW1Xw3aY4Eh6k5iuBkfI,https://open.spotify.com/track/0pJW1Xw3aY4Eh6k5iuBkfI,https://i.scdn.co/image/ab67616d0000b273a91b75c9ef65ed8d760ff600,['Phoebe Bridgers'],0.328,0.32,0.259,111.453,-10.282
Christmas Isn't Christmas,1EEwpVdtkxnixjlvNwi4o3,https://open.spotify.com/track/1EEwpVdtkxnixjlvNwi4o3,https://i.scdn.co/image/ab67616d0000b2738940553c91fdbeb11cd33530,['Dan + Shay'],0.42,0.466,0.362,78.787,-6.104
THE END,4w7vZjpsnpKizj7NE0Nuld,https://open.spotify.com/track/4w7vZjpsnpKizj7NE0Nuld,https://i.scdn.co/image/ab67616d0000b2735ec079dde31d5017713044fd,"['Alesso', 'Charlotte Lawrence']",0.639,0.711,0.605,102.95,-4.244
Let Me Know,0dJhXJKZTpiaxTUc7uItIN,https://open.spotify.com/track/0dJhXJKZTpiaxTUc7uItIN,https://i.scdn.co/image/ab67616d0000b2736a463f436bbf07f3c9e8c62a,['Brent Faiyaz'],0.743,0.548,0.558,85.017,-6.545
Caramelo,67jvGGbJmOmVonlyX3mNkV,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV,https://i.scdn.co/image/ab67616d0000b273b1717c201d31ad8e43dedc55,['Ozuna'],0.735,0.791,0.697,168.087,-4.462
A Letter To My Younger Self (feat. Logic),73681b7Hc0THHGZrSzl75y,https://open.spotify.com/track/73681b7Hc0THHGZrSzl75y,https://i.scdn.co/image/ab67616d0000b273f83dbc7461aefc08696811c0,"['Quinn XCII', 'Logic']",0.822,0.834,0.77,115.006,-2.879
Vibe (If I Back It Up),4gOgQTv9RYYFZ1uQNnlk3q,https://open.spotify.com/track/4gOgQTv9RYYFZ1uQNnlk3q,https://i.scdn.co/image/ab67616d0000b2738ef168a9577acef53ca8aeef,['Cookiee Kawaii'],0.778,0.576,0.155,80.027,-8.698
Ponte Pa' Mi,1dt2lHi5RCMPuxz4VxKYgi,https://open.spotify.com/track/1dt2lHi5RCMPuxz4VxKYgi,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,"['Rauw Alejandro', 'Myke Towers', 'Sky Rompiendo']",0.809,0.624,0.629,85.011,-4.963
Zombie (Live from the NIVA Save Our Stages Festival),0olaaJrCBTMJJvqPdvNpsx,https://open.spotify.com/track/0olaaJrCBTMJJvqPdvNpsx,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,['Miley Cyrus'],0.407,0.872,0.323,164,-5.001
Tattoo - Remix with Camilo,4G3PTss3mU33Tau7t4KbwE,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,"['Rauw Alejandro', 'Camilo']",0.721,0.637,0.691,193.922,-5.134
West Coast (feat. Quinn XCII),4VZlXx05loUmppWMqHFzt1,https://open.spotify.com/track/4VZlXx05loUmppWMqHFzt1,https://i.scdn.co/image/ab67616d0000b273e611ab053d5d10a66fb69f51,"['DVBBS', 'Quinn XCII']",0.714,0.798,0.659,119.017,-4.239
Red Eye,3qHgGyJY4GpXNOK4WL4NSo,https://open.spotify.com/track/3qHgGyJY4GpXNOK4WL4NSo,https://i.scdn.co/image/ab67616d0000b2734a334652028d6ab93ed8346b,['YoungBoy Never Broke Again'],0.485,0.814,0.327,159.894,-3.907
Heather - Spotify Singles,2GSLoT7abyYGchSSDCpWEI,https://open.spotify.com/track/2GSLoT7abyYGchSSDCpWEI,https://i.scdn.co/image/ab67616d0000b2732cf3f3669e1208952c9de212,['Tate McRae'],0.569,0.271,0.352,91.888,-10.969
Trials & Tribulations,6V1Jx3o0S2MtBI9yIDXsJS,https://open.spotify.com/track/6V1Jx3o0S2MtBI9yIDXsJS,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,['Polo G'],0.796,0.612,0.545,87.542,-6.994
Springtime,0TmYlHDVP4gUTkUbl7AIsv,https://open.spotify.com/track/0TmYlHDVP4gUTkUbl7AIsv,https://i.scdn.co/image/ab67616d0000b273d639344088511ec53b8b0bca,['Chris Renzema'],0.292,0.355,0.158,71.041,-7.225
La Playa - Remix,70zg99pT51vB4wlMS7e4q7,https://open.spotify.com/track/70zg99pT51vB4wlMS7e4q7,https://i.scdn.co/image/ab67616d0000b2730fe132fad23865f9a7626c25,"['Myke Towers', 'Maluma', 'Farruko']",0.775,0.633,0.394,140.008,-3.332
Address It,1FgPyHX7HruKDL4Tx4MeZB,https://open.spotify.com/track/1FgPyHX7HruKDL4Tx4MeZB,https://i.scdn.co/image/ab67616d0000b273db2adcee24a6518632379d53,['LPB Poody'],0.903,0.611,0.329,94.525,-8.006
Summertime The Gershwin Version,25Mld9UGdMqXYDU2x8l3ld,https://open.spotify.com/track/25Mld9UGdMqXYDU2x8l3ld,https://i.scdn.co/image/ab67616d0000b27392587d1a7a5764d86bf816d2,['Lana Del Rey'],0.234,0.114,0.21,189.986,-19.136
7.62 God,4AqF2ck3poQOxxKLa8WkYT,https://open.spotify.com/track/4AqF2ck3poQOxxKLa8WkYT,https://i.scdn.co/image/ab67616d0000b273acd0cbaf6a9e381f88525064,['Pooh Shiesty'],0.819,0.651,0.522,77.013,-5.859
Like Gold,5seWZTjT0U8a7cy3Y5NJQ9,https://open.spotify.com/track/5seWZTjT0U8a7cy3Y5NJQ9,https://i.scdn.co/image/ab67616d0000b273276c4f1eff77725df09ae46e,"['Loud Luxury', 'Frank Walker', 'Stephen Puth']",0.759,0.845,0.694,124,-6.794
I Don't Think I'm Okay,0PUkanqCGTb6qseXPKOw1F,https://open.spotify.com/track/0PUkanqCGTb6qseXPKOw1F,https://i.scdn.co/image/ab67616d0000b2736bbd6589349e2bab2ce3f38b,['Bazzi'],0.445,0.33,0.187,128.025,-8.121
Timeless Interlude,6Iw6fQVKZi0fWtEQBrTFcP,https://open.spotify.com/track/6Iw6fQVKZi0fWtEQBrTFcP,https://i.scdn.co/image/ab67616d0000b273008d8077814ce15da0085b47,['Bryson Tiller'],0.467,0.429,0.24,148.53,-8.689
Soda (feat. Take A Daytrip),6FEZld2dq54j1NRrkoV6ld,https://open.spotify.com/track/6FEZld2dq54j1NRrkoV6ld,https://i.scdn.co/image/ab67616d0000b27362700bbd5fe234b42d40b63c,"['DJ Scheme', 'Cordae', 'Ski Mask The Slump God', 'Take A Daytrip']",0.917,0.569,0.907,144.014,-10.456
Sunblind,308prODCCD0O660tIktbUi,https://open.spotify.com/track/308prODCCD0O660tIktbUi,https://i.scdn.co/image/ab67616d0000b2734908c0ea9f3884cee21e85c1,['Fleet Foxes'],0.562,0.686,0.466,103.054,-8.48
We Contain Multitudes (from home),13MOQ6oQqkrZEDkZOHukCw,https://open.spotify.com/track/13MOQ6oQqkrZEDkZOHukCw,https://i.scdn.co/image/ab67616d0000b2731c8da94268a1766d0b0b5238,['??lafur Arnalds'],0.281,0.0333,0.169,90.25,-31.46
NASTY GIRL / ON CAMERA,2f8y4CuG57UJEmkG3ujd0D,https://open.spotify.com/track/2f8y4CuG57UJEmkG3ujd0D,https://i.scdn.co/image/ab67616d0000b2730c44c5aeade167d1266b915d,['Gunna'],0.598,0.472,0.522,120.08,-10.991
China,2ksOAxtIxY8yElEWw8RhgK,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,https://i.scdn.co/image/ab67616d0000b2735fa6dc9fc261344044c301a9,"['Anuel AA', 'Daddy Yankee', 'KAROL G', 'Ozuna', 'J Balvin']",0.786,0.808,0.608,105.029,-3.702
Halloweenie III: Seven Days,0OStKKAuXlxA0fMH54Qs6E,https://open.spotify.com/track/0OStKKAuXlxA0fMH54Qs6E,https://i.scdn.co/image/ab67616d0000b27398e944cf78334c9f181ef918,['Ashnikko'],0.717,0.753,0.734,137.936,-6.02
AYA,4BZXVFYCb76Q0Klojq4piV,https://open.spotify.com/track/4BZXVFYCb76Q0Klojq4piV,https://i.scdn.co/image/ab67616d0000b2731cc469da4da1bccfa16867be,['MAMAMOO'],0.634,0.858,0.637,91.688,-2.226
Darkness,5SiZJoLXp3WOl3J4C8IK0d,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,['Eminem'],0.671,0.623,0.195,75.055,-7.161
Billetes Azules (with J Balvin),7HmnJHfs0BkFzX4x8j0hkl,https://open.spotify.com/track/7HmnJHfs0BkFzX4x8j0hkl,https://i.scdn.co/image/ab67616d0000b27373e4a8e7d4b6fed219eddd5a,"['KEVVO', 'J Balvin']",0.856,0.721,0.642,94.991,-4.928
